anime_id,name,genre,type,episodes
26337,Minna no Doutoku,"Drama, Fantasy, Historical, Kids, School",OVA,6
23729,Minna Tomodachi,"Comedy, Fantasy, Kids",OVA,1
25051,Miracle Giants Doumu-kun Special,Sports,Special,1
16021,Miracle Psychicer Seizan,"Action, Adventure, Fantasy",OVA,5
5374,Miracle! Mimika,"Kids, Slice of Life",TV,225
16800,Miraesonyeon Kunta Beomyuda 5000 Nyeon,"Action, Adventure, Mecha, Shounen",Movie,1
32251,Mirai e no Kakehashi: Bridge for Future,Slice of Life,ONA,6
29365,"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou","Drama, Kids",OVA,1
16159,Mirai Kara Kita Shounen Super Jetter,"Action, Comedy, Sci-Fi, Super Power",TV,52
31001,Mirai Kara no Message,"Drama, Kids",OVA,1
33980,Mirai ni Mukete: Bousai wo Kangaeru,Drama,Movie,1
25053,Mister Ajikko Special,"Comedy, Shounen",Special,1
32461,Mitsuami no Kamisama,"Drama, Seinen, Slice of Life",Movie,1
4096,Mizu no Tane,Historical,Movie,1
8243,Mizuki Shigeru no Toono Monogatari,"Adventure, Fantasy",Movie,1
10149,Mo fa a ma,"Adventure, Fantasy",Movie,1
33602,Mo Jing Lieren,"Adventure, Fantasy",ONA,26
33603,Mo Jing Lieren 2nd Season,"Adventure, Fantasy",ONA,26
33604,Mo Jing Lieren 3rd Season,"Adventure, Fantasy",ONA,Unknown
34519,Mobile Suit Gakuen: G-Reco Koushien,Comedy,Special,9
33225,Mobile Suit Gundam-san (ONA),"Comedy, Mecha, Parody",ONA,15
32158,Mobile Suit Gundam-san: Bouya Dakara sa,"Comedy, Mecha, Parody",Special,1
33228,Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda,"Comedy, Mecha, Parody",Special,1
29833,Mochi Mochi no Ki,Kids,Movie,1
25605,Mochi Mochi no Ki (OVA),"Drama, Kids",OVA,1
6067,Moeru! Oniisan,"Action, Adventure, Comedy",TV,24
11959,Moeru! Oniisan (OVA),Comedy,OVA,2
5241,Mofu☆Mofu,Kids,TV,11
23005,Mogura no Motoro,Slice of Life,Movie,1
30760,Momoiro no Crayon,"Drama, Kids",OVA,1
23881,Momon&#039;s Sand Witch,"Comedy, Kids",ONA,8
25547,Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu,"Comedy, Kids",ONA,1
23885,Momon&#039;s Sand Witch Episode 0,"Comedy, Kids",ONA,1
29387,Momonga-mon,"Adventure, Kids",TV,5
31116,Momotaros no Natsuyasumi,"Action, Comedy, Kids, Parody, Super Power",Movie,1
10758,Momotarou,Drama,Movie,1
33401,Momotarou (Music),Music,Music,1
11533,Momotarou Densetsu,"Adventure, Comedy",TV,51
28553,Momotarou no Hi Asobi Yameyou! Hi no Youjin,"Drama, Fantasy, Historical, Kids",OVA,1
22671,Momoya x Peeping Life: Go en Desu yo! II,"Comedy, Slice of Life",ONA,5
22893,Mon Cheri CoCo,"Romance, Shoujo",TV,13
31924,Monchhichiisu,Kids,TV,20
18743,Money Wars: Nerawareta Waterfront Keikaku,Seinen,OVA,1
9797,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,"Action, Comedy",Special,2
2741,Monkey Turn V,"Action, Drama, Sports",TV,25
22221,Monoshiri Daigaku: Ashita no Calendar,Historical,TV,1274
30117,Monpy,"Adventure, Kids",TV,18
24045,Monster ni Natta Domerica,"Action, Fantasy",ONA,1
33724,Monster Strike The Movie: Hajimari no Basho e,"Action, Fantasy, Game",Movie,1
25541,Moom,Kids,Movie,1
30397,Mori no Kuma-san,Slice of Life,Movie,1
31369,Mori no Ongakudan,"Comedy, Music",ONA,Unknown
7529,Mori no Ongakukai,Comedy,Movie,1
33116,Mori no Ongakutai,"Fantasy, Kids",Movie,1
29427,Mori no Ratio,"Adventure, Fantasy, Kids",TV,Unknown
20173,Mori no Senshi Bonolon,"Adventure, Fantasy, Kids",TV,26
12613,Morizo to Kikkoro,Kids,TV,52
26281,Mother Teresa,"Drama, Historical, Kids",OVA,1
26115,Moudouken Quill no Isshou,Drama,OVA,1
20001,Mouretsu Atarou,"Comedy, Kids, Slice of Life",TV,90
12391,Mouretsu Atarou (1990),"Comedy, Kids, Slice of Life",TV,34
31643,Mr. Deniroo in Henteko Mushi,"Comedy, Kids, Slice of Life",Special,1
17603,Mr. Pen Pen,"Comedy, Kids, Shoujo",Special,1
17605,Mr. Pen Pen II,"Comedy, Kids, Shoujo",Special,1
31638,Mr. Shape,"Comedy, Kids",Special,3
31639,Mr. Shape: High Touch Taisou,"Kids, Music",ONA,1
2735,Mugen Senki Portriss,"Action, Mecha, Sci-Fi, Shounen",TV,52
16796,Mujeokcheorin Rambot,"Action, Mecha, Shounen, Space",Movie,1
31878,Mukashi Toilet ga Kowakatta!,"Kids, Music",Music,1
33694,Mukidashi no Koushi,"Comedy, Music",ONA,1
30944,Muku Hatojuu no Meiken Monogatari,"Adventure, Drama, Kids",OVA,1
29895,Muku no Ki no Hanashi,Kids,Movie,1
9948,Music Up,Music,TV,52
33479,Muzumuzu Eighteen,Slice of Life,TV,Unknown
33537,My Home,Slice of Life,ONA,1
14253,My Melody no Akazukin,"Fantasy, Kids",Movie,1
30468,My Melody no Akazukin (OVA),"Fantasy, Kids",OVA,1
29371,Naccio to Pomm,"Adventure, Kids, Sci-Fi",TV,41
17100,Nae Ireumeun Dokgotak,Sports,Movie,1
23713,Nagareboshi no Okurimono,"Fantasy, Kids",OVA,1
3465,Nagasaki 1945: Angelus no Kane,"Drama, Historical, Military",Movie,1
26147,Nagasaki no Kouma,"Historical, Kids",Movie,1
32776,Nagisa,Music,Music,1
33485,Naita Aka Oni,"Demons, Kids",Movie,1
26305,Naita Aka Oni (OVA),"Demons, Drama, Kids",OVA,1
26103,Namae... Sore wa Moeru Inochi,"Drama, Kids",OVA,1
19817,Namakemono ga Miteta,"Music, Seinen, Slice of Life",OVA,2
32876,Nameko: Sekai no Tomodachi,Comedy,TV,Unknown
33583,Nana Moon,"Fantasy, Kids",TV,52
26335,Nanatsu no Hoshi,"Drama, Kids",OVA,1
25083,Nanatsu no Umi no Tico Specials,"Adventure, Slice of Life",Special,2
19797,Nanbo no Monjai! 2: Yankee Gurentai,"Action, Comedy",OVA,1
19783,Nanbo no Monjai! Yankee Gurentai,"Action, Comedy",OVA,1
8959,Nanchatte!,"Comedy, Parody",ONA,2
30398,Nani ga Dekiru ka na,Comedy,Movie,1
33861,Nani no Yaku ni Mo Tatanai Karappona Hanashi,Comedy,ONA,2
18631,Naniwa Kinyuu Den: Minami no Teiou,"Comedy, Drama, Seinen",OVA,2
9498,Naniwa Yuukyouden,"Action, Comedy",OVA,1
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,"Action, Comedy",OVA,1
19753,Naniwa Yuukyouden: Kanketsu-hen,"Action, Comedy",OVA,1
19749,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,"Action, Comedy",OVA,1
19729,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,"Action, Comedy",OVA,1
24549,Naniwabushi Daisuki,"Drama, Historical, Sports",Special,1
29495,Nanja Monja Obake,"Horror, Kids",Special,1
27943,Nano Invaders,"Action, Adventure, Shounen, Super Power",TV,52
33266,Nanocore,Sci-Fi,ONA,10
33271,Nanocore 2nd Season,"Action, Sci-Fi",ONA,Unknown
33272,Nanocore: 2016 New Year Special,Music,Music,1
33279,Nanocore: NG Scenes - Nano&#039;s Daily Life,"Comedy, Sci-Fi",ONA,2
30975,Nanoha,"Drama, Historical, Kids",OVA,1
28695,Nansensu Monogatari Dai Ippen: Sarugashima,Adventure,Movie,1
29715,Nar Doma,Comedy,TV,26
32276,Nar Doma Manner Movie,Comedy,Movie,1
32275,Nar Doma Special,Comedy,Special,1
32136,Narara Superboard,"Action, Adventure, Comedy",TV,54
16810,Narara Wondeogongju,"Action, Adventure, Sci-Fi, Space, Super Power",Movie,1
18315,Nareuneun Dwaeji - Haejeok Mateo,"Action, Adventure, Sci-Fi, Shounen",Movie,1
26153,Nat-chan no Akai Tebukuro,"Historical, Kids",Movie,1
30209,Naze,"Kids, Music",Music,1
33130,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,Historical,Movie,1
15211,Nazotoki-hime wa Meitantei♥,"Mystery, Shoujo",OVA,Unknown
5184,Negibouzu no Asatarou,"Adventure, Comedy, Historical",TV,48
25253,Nekketsu Jinmen Inu: Life Is Movie,"Comedy, Mystery, Parody",OVA,3
31361,Neko Enikki,"Comedy, Slice of Life",TV,13
24903,Neko Funjatta,Music,Music,1
5925,Neko Hiki no Ororane,Fantasy,OVA,1
33398,Neko Konogoro,Comedy,TV,Unknown
32999,"Neko mo, Onda-ke","Comedy, Slice of Life",TV,12
32572,Neko Neko Nihonshi,"Historical, Parody",TV,Unknown
23555,Neko no Dayan,"Kids, Magic",TV,52
33727,Neko no Dayan: Fushigi Gekijou,Kids,TV,Unknown
31562,Neko no Dayan: Nihon e Iku,Kids,TV,12
33826,Neko no Kuni no Kenpou,Historical,OVA,1
13497,Neko no Sumu Shima,Drama,Special,1
23737,Neko Pitcher,"Comedy, Kids, Sports",TV,51
24573,Neko to Nezumi,Comedy,Movie,1
31017,Neko wa Ikite Iru,"Drama, Historical, Kids",Movie,1
29851,Nekoronde Mite ne.,Comedy,ONA,14
29844,Nekoronde TV.,Comedy,TV,12
30647,Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,Romance,ONA,1
27843,Nemurenu Yoru no Chiisana Ohanashi,Kids,OVA,3
30217,Neo Faust,Supernatural,Special,1
30409,Nepos Napos,"Fantasy, Kids",TV,26
30864,New Tokyo Ondo,Dementia,Movie,1
23643,Nezumi no Yomeiri,"Fantasy, Kids",Movie,1
27849,Nezumi-kun no Chokki,Kids,OVA,4
31002,Nibiki no Neko to Genkina Kazoku,"Drama, Kids",OVA,1
26257,Nidoto Touranai Tabibito,"Drama, Kids",OVA,1
20027,Nihon Meisaku Douwa Series: Akai Tori no Kokoro,"Adventure, Fantasy, Kids",TV,26
7713,Nihon Mukashibanashi: Saru Kani,Fantasy,Movie,1
22413,Nihon Mukashibanashi: Warashibe Chouja,Kids,Movie,1
32716,Nihon no Otogibanashi,"Demons, Fantasy, Historical, Kids, Magic, Samurai, Supernatural",OVA,29
12181,Nihon Omoshiro Mukashibanashi,"Comedy, Historical, Parody",TV,12
8890,Nihon-ichi no Otoko no Tamashii,"Comedy, Romance",TV,16
8891,Nihon-ichi no Otoko no Tamashii 2,"Comedy, Romance",TV,16
4218,Niji ni Mukatte,"Historical, Romance",Movie,1
31004,Niji no Kakehashi,"Drama, Kids",OVA,1
12165,Niji no Kanata e! Shoujo Diana Monogatari,"Historical, Shoujo",Special,1
26215,Niji no Kizuna,"Drama, Kids",OVA,1
19917,Nijuushi no Hitomi,"Drama, Historical",Special,1
25059,"Nikoniko, Pun","Comedy, Fantasy, Kids",TV,40
8953,Nine,"Action, School, Shounen, Sports",Special,1
9243,Nine 2: Koibito Sengen,"Action, School, Sports",Special,1
9244,Nine 3: Kanketsu-hen,"Action, School, Sports",Special,1
9242,Nine: Original Han,"Action, School, Sports",Movie,1
33914,Nineko Gelée: Opening Movie,"Fantasy, Music",Music,1
22325,Ningen Kakumei,Slice of Life,OVA,20
30999,Ningen no Uta,"Drama, Kids",OVA,1
32788,Ningyo no Hanashi,"Fantasy, Music",Music,1
30177,Ninja Hattori-kun (2012) Special,"Comedy, Kids",Special,1
29235,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,"Adventure, Martial Arts, Super Power",Movie,1
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,"Adventure, Comedy, Martial Arts, Sci-Fi, Super Power",Movie,1
23647,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,"Comedy, Kids, Martial Arts, Slice of Life",Movie,1
21493,Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,"Comedy, Martial Arts, Slice of Life",Movie,1
33060,Ninja Negizou,"Kids, Music",Music,1
31517,Ninja-tai Gatchaman ZIP!,"Comedy, Parody",TV,475
21491,Ninjaman Ippei,"Action, Comedy, School, Slice of Life",TV,13
9455,Ninpen Manmaru,"Comedy, Samurai, Shounen",TV,30
30965,Ninpuu Kamui Gaiden: Tsukihigai no Maki,"Action, Adventure, Historical, Martial Arts, Samurai",Movie,1
28581,Nintama Rantarou no Jishin Youjin Hi no Youjin,"Drama, Kids",OVA,1
28583,Nintama Rantarou no Shouboutai,"Drama, Kids",OVA,1
32773,Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,"Adventure, Comedy, Kids, Space",Special,2
31033,Nintama Rantarou: Dokutake Onsen no Dan,Comedy,Special,1
31034,Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken Da yo! no Dan,Comedy,Special,1
22999,Nippon Tanjou,Historical,TV,5
29900,Nobara,Drama,Movie,1
8777,Nobara no Julie,"Adventure, Drama, Historical, Music",TV,13
28547,Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,"Drama, Kids",OVA,1
28545,Nobunaga-kun no Minna de Yakusoku Hi no Youjin,"Drama, Kids",OVA,1
9303,Noel no Fushigi na Bouken,"Adventure, Comedy, Fantasy",Movie,1
26265,Nogiku no Haka,"Drama, Kids, Romance",OVA,1
17601,Non-tan to Issho,Kids,TV,263
7495,Nonki na Tou-san Ryuuguu Mairi,Supernatural,Movie,1
18573,Noobow,"Kids, Slice of Life",TV,26
18575,Noobow: Kieta Medal,"Kids, Slice of Life",OVA,1
18577,Noobow: Na Kokoro,"Kids, Slice of Life",ONA,52
8205,Norabbits&#039; Minutes,"Comedy, Fantasy, Kids",Movie,5
23013,Norakuro,Comedy,TV,26
30305,Norakuro Compilation OVA,Comedy,OVA,1
30019,Norakuro Ittouhei,Kids,Movie,1
30018,Norakuro Nitouhei,Kids,Movie,1
16393,Norakuro-kun,"Comedy, Mystery",TV,50
3514,Noramimi,Comedy,TV,12
5089,Noramimi 2,Comedy,TV,13
24773,Norasco,"Comedy, Slice of Life",ONA,Unknown
31019,Norasco (TV),"Comedy, Slice of Life",TV,43
31020,Norasco: Cinema Point Card-hen,"Comedy, Slice of Life",Movie,10
33174,Nori P-chan,"Kids, Slice of Life",OVA,1
32904,Norimono Atsumare: Hit Song-shuu,Music,OVA,6
20799,Norman the Snowman: Kita no Kuni no Aurora (Kari),"Fantasy, Kids",Movie,1
28689,Noroma na Jiji,Historical,Movie,1
7836,Notari Matsutarou,Sports,OVA,10
29740,Notteke Explet&#039;s,Kids,TV,26
32633,Nowisee,Music,Music,24
33283,Nude Batter Tetsuo,"Comedy, Sports",ONA,1
22585,Nukko.,Comedy,TV,Unknown
21019,Nunbori,"Fantasy, Kids",TV,26
22849,Nyamen,Comedy,TV,12
31166,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,Music,Special,1
33176,Nyancos: Hello! Our Brilliant Future,"Sci-Fi, Space",OVA,1
33422,Nyancos: Hello! Our Brilliant Future Digest,"Sci-Fi, Space",Special,1
24845,Nyanfuru,"Comedy, Music",TV,Unknown
9810,Nyani ga Nyandaa Nyandaa Kamen,Comedy,TV,83
24403,Nyanpuku Nyaruma,Comedy,TV,Unknown
19305,Nyuru Nyuru!! Kakusen-kun,Comedy,TV,25
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,Comedy,TV,13
32166,Obaachan no Takaramono,"Kids, Music",Music,1
26033,Obake Entotsu no Uta,"Historical, Kids",Movie,1
26317,Obake Nagaya,"Comedy, Kids, Supernatural",OVA,1
22991,Obake no Q-Tarou: Susume! 1/100 Daisakusen,"Comedy, Kids, School, Slice of Life, Supernatural",Movie,1
22993,Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,"Comedy, Kids, School, Slice of Life",Movie,1
27573,Obasuteyama,Drama,Movie,1
28101,Obatalian,Comedy,Special,1
20075,Obocchama-kun,"Comedy, Parody",TV,164
34358,Ocha-ken: Hotto Monogatari,"Kids, Slice of Life",TV,13
34363,Ocha-ken: Ryokutto Monogatari,"Kids, Slice of Life",TV,13
28143,Ochou Fujin no Gensou,"Drama, Historical",Movie,1
9070,Oden-kun,Comedy,TV,156
18469,Odoriko Clinoppe,"Comedy, Slice of Life",TV,26
14181,Oedo wa Nemurenai!,"Drama, Fantasy, Historical, Shoujo",OVA,1
31575,Offside,"Action, Drama, Sports",OVA,1
19921,Ogami Matsugorou,"Action, Martial Arts, Romance, School, Shounen",OVA,1
7575,Oh! Family,"Comedy, Drama, Romance, Shoujo, Slice of Life",TV,26
25139,Oh! My Konbu,"Comedy, Shounen, Slice of Life",TV,22
18815,Oh! Super Milk-chan Special,"Action, Comedy, Sci-Fi",Special,1
19897,Ohayo! Spank (Movie),"Comedy, Romance, Slice of Life",Movie,1
34234,Ohayou! Kokekkou-san,Comedy,TV,Unknown
8415,Oi! Ryouma,"Adventure, Drama, Historical",TV,39
16530,Ojamanga Yamada-kun,"Comedy, Slice of Life",TV,103
16730,Ojamanga Yamada-kun (Movie),"Comedy, Slice of Life",Movie,1
16480,Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,"Adventure, Comedy, Fantasy",Movie,1
30942,Ojarumaru: Chitchai Mono no Ookina Chikara,"Historical, Kids",OVA,1
16482,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1
31672,Ojarumaru: Wasureta Mori no Hinata,"Adventure, Comedy, Fantasy, Kids, Slice of Life",Special,1
13091,Ojiichan ga Kaizoku Datta Koro,Comedy,Movie,1
31971,Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,Slice of Life,OVA,1
30980,Ojiichan no Hanabi,"Drama, Kids",OVA,1
32229,Ojiichan no Komoriuta,"Kids, Music",Music,1
30997,Ojiichan no Tomato,"Drama, Kids",OVA,1
30943,Ojiichan wa Boku no Hero,"Drama, Kids",OVA,1
23865,Ojisan Kaizou Kouza,Comedy,Movie,1
26145,Okaachan Gomen ne,"Historical, Kids",Movie,1
26155,Okaasan no Ki,"Historical, Kids",OVA,1
30978,Okaasan no Yasashii te,"Drama, Kids",OVA,1
26315,"Okaasan, Nakanaide","Drama, Kids",OVA,1
10353,Okama Hakusho,"Comedy, Seinen",OVA,3
19069,Okane wa Mawaru: Kurashi to Kinyuu,Slice of Life,OVA,1
8799,Okawari-Boy Starzan S,"Action, Adventure, Sci-Fi",TV,34
4220,Okon Joururi,"Drama, Fantasy, Historical",Movie,1
30158,Okore!! Nonkuro,Kids,Special,1
26143,Okori Jizou,"Historical, Kids",Movie,1
32472,Okoru yo!,"Kids, Music",Music,1
22275,OL Kaizou Kouza,"Comedy, Slice of Life",OVA,1
17624,Omakase Scrappers,"Adventure, Comedy, Sci-Fi",TV,39
29846,Omakase! Miracle Cat-dan,"Comedy, Kids, Super Power",TV,32
26197,Omedetou Jesus-sama,"Historical, Kids",OVA,1
33888,Omoi Au Christmas 2011,Fantasy,Special,3
2742,Omoikkiri Kagaku Adventure Sou Nanda!,"Comedy, Kids, Sci-Fi",TV,26
33343,Omusubi Kororin,"Fantasy, Kids",Movie,1
8229,"on-chan, Yume Power Daibouken!",Fantasy,Special,1
31057,Onaka Hime,Fantasy,ONA,3
7531,Onbu Obake,Supernatural,Movie,1
32763,One and Three Four,Music,Music,1
14947,Onegai My Melody: Yuu &amp; Ai,"Comedy, Fantasy",Movie,1
29435,Ongaku Sekai Ryokou,"Kids, Music",TV,Unknown
29403,Oni Keibu Anpan,"Kids, Police",Special,2
21163,Oni no Ko to Yuki Usagi,"Demons, Fantasy, Kids",Movie,1
29795,Onigakure Yama no Soba no Hana,"Demons, Historical, Kids",Movie,1
28115,Onigara,"Demons, Kids",OVA,1
22541,Oniku Daisuki! Zeushi-kun,Comedy,TV,12
28185,Oniku Daisuki! Zeushi-kun 2nd Season,Comedy,ONA,6
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,Comedy,ONA,1
23819,Onimaru: Senjou ni Kakeru Itsutsu no Seishun,"Action, Adventure",OVA,1
20085,Only You: Viva! Cabaret Club,Comedy,TV,15
32225,Onpu,"Kids, Music",Movie,1
29275,Ooedo Torimonochou: Nezumi Kozou,"Historical, Kids, Mystery",OVA,1
28113,Ooi! Adacchii!,"Historical, Kids",OVA,1
29888,Ooi! Hanimaru,"Kids, Music",Music,1
17521,Ookami Shounen Ken,"Adventure, Kids",TV,86
23007,Ookami Shounen Ken (Movie),"Adventure, Kids",Movie,1
23009,Ookami Shounen Ken: Arabia no Kaijin - Ma no Iwa no Kettou,"Adventure, Kids",Movie,1
23645,Ookami to Nanahiki no Ko Yagi,"Fantasy, Kids",OVA,1
21539,Oraa Guzura Dado,"Comedy, Kids",TV,52
29053,Orangutan,"Kids, Music",Music,1
9338,Ore no Sora Keiji-hen,"Action, Drama, Police",OVA,2
19831,Ore wa Chokkaku,Comedy,TV,36
25809,Ore-tachi Ijiwaru Kei,Comedy,TV,14
27389,"Ore-tachi, Tomodachi!","Fantasy, Kids",OVA,1
8999,Origami Warriors,"Action, Adventure",TV,52
30065,Osamishi Tani no Wakare Uta,"Historical, Music",Movie,1
22567,Osaru no Monkichi no Kin no Ono Gin no Ono,Kids,OVA,1
23267,Osaru no Tairyou,Slice of Life,Movie,1
3362,Oshare Majo Love and Berry: Shiawase no Mahou,Magic,Movie,1
9866,Oshin,Drama,Movie,1
29796,Oshizuka ni,Kids,Movie,1
33154,Osiris no Tenbin: Season 2,"Drama, Supernatural, Thriller",ONA,11
32087,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,Comedy,Special,1
32088,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,"Comedy, Historical",OVA,1
19879,Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,Comedy,Movie,1
34238,Osomatsu-san: Ouma de Kobanashi,"Comedy, Parody",Special,1
20023,Otanoshimi Anime Gekijou,Comedy,TV,26
30025,Otenki Boys,"Kids, Super Power",TV,30
23181,Otogi Banashi: Bunbuku Chagama,Kids,Movie,1
14213,Otogi Manga Calendar,Historical,TV,312
17675,Otogi no Sekai Ryokou,Adventure,Movie,1
23011,Otoko Doahou! Koushien,"Action, Sports",TV,156
17467,Otoko Ippiki Gaki Daishou,"Action, Drama, Shounen",TV,156
29635,Otoko to Onna to Inu,"Comedy, Romance",Movie,1
19559,Otoko wa Tsurai yo: Torajirou Wasurenagusa,"Comedy, Romance",Special,1
17903,Otokogi,Seinen,OVA,3
33414,Otona no Ikkyuu-san,"Comedy, Historical",Special,3
32073,Otoshidama,"Kids, Music",Music,1
23515,Otsuki-sama to Oujo,Fantasy,OVA,1
7106,Ougon Senshi Gold Lightan,"Mecha, Sci-Fi",TV,52
29399,Ousama Monogatari,"Adventure, Kids",TV,Unknown
7526,Ousama no Shippo,Fantasy,Movie,1
30905,Owanko,Comedy,ONA,7
28089,Oyo Neko Bunyan,"Comedy, Kids",TV,31
33175,Oyone to Mattsan: Ai no Uta,"Music, Romance",OVA,1
30932,Oz no Mahoutsukai no Koutsuu Anzen no Tabi,"Drama, Fantasy, Kids",OVA,1
33618,Ozmafia!! Special,"Historical, School, Shoujo",Special,1
20185,Pa-Pa-Pa the ★ Movie: Perman,"Adventure, Comedy",Movie,1
29611,Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,"Adventure, Comedy, Kids, Super Power",Movie,1
13165,Paboo &amp; Mojies,Kids,TV,52
28595,Pac-World,"Adventure, Comedy, Sci-Fi",TV,52
7960,Pachislo Kizoku Gin,"Action, Game",TV,23
33238,Padak Padak,Drama,Movie,1
13463,Panda no Taputapu,Kids,TV,Unknown
29487,Paniponi,"Kids, Slice of Life",TV,Unknown
32842,Panpaka Pants,"Comedy, Kids",TV,Unknown
29832,Panpaka Pants Movie: Bananan Oukoku no Hihou,"Adventure, Kids",Movie,1
30417,Panpaka Pants O-New!,"Comedy, Kids",TV,26
33002,Panpaka Pants W-O-New!,"Comedy, Kids",TV,Unknown
10953,Pants Pankurou,"Comedy, Kids, Slice of Life",TV,85
28073,Papa Mama Bye Bye,"Historical, Kids",Movie,1
26133,Paper Cranes Story: Kenta to Maiko,"Fantasy, Historical, Kids",OVA,1
30403,Paper Film,Comedy,Movie,1
29727,Paradise,"Adventure, Psychological, Space",Movie,1
3879,Paris no Isabelle,"Drama, Historical",TV,13
29459,Pata Pata Mama,"Kids, Music",Music,1
22591,Patalliro Saiyuuki! Special,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",Special,1
6018,Patchin shite! Obaachan,Drama,Movie,1
24121,Patta Potta Monta,"Comedy, Kids, Slice of Life",TV,26
22609,Patty &amp; Jimmy no Kimikoso Superstar,"Kids, Sports",OVA,1
33122,Pâtisserie no Monster,Slice of Life,ONA,4
33310,Peach Command Shin Momotarou Densetsu,"Adventure, Comedy",TV,24
12359,Pecola,Kids,TV,26
33913,Peeban,Comedy,OVA,6
19849,Peeping Life 5.0ch,"Comedy, Slice of Life",OVA,10
27399,Peeping Life Movie: We Are The Hero,"Comedy, Slice of Life",OVA,1
29729,Peeping Life x IODATA: Quiz!! Input Output,Comedy,ONA,8
32143,Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro,"Comedy, Slice of Life, Supernatural",OVA,10
32147,Peeping Life x Kids Station,"Comedy, Slice of Life",Special,3
33789,Peeping Life x Sanyo,"Comedy, Slice of Life",ONA,4
22675,Peeping Life: Gekijou Original-ban,"Comedy, Slice of Life",Movie,5
22631,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,"Comedy, Parody",OVA,10
22635,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,"Comedy, Parody",ONA,4
22633,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,"Comedy, Parody",Special,2
17359,Peeping Life: The Perfect Explosion,"Comedy, Slice of Life",OVA,10
25941,Peeping Life: The Perfect Explosion Specials,"Comedy, Slice of Life",Special,3
32145,Peeping Life: The Perfect Extension Specials,"Comedy, Slice of Life",Special,2
32146,Peeping Life: TV Asahi Josei Announcer Collab,"Comedy, Slice of Life",Special,1
8324,Pelican Road Club Culture,"Drama, Romance, Shounen",OVA,1
7709,Peng You Town,"Kids, Slice of Life",Special,1
4331,Penguin no Mondai,"Comedy, Kids",TV,100
10856,Penguin no Mondai DX?,"Comedy, Kids",TV,52
10855,Penguin no Mondai Max,"Comedy, Kids",TV,50
6063,Penguin no Mondai Movie,"Comedy, Kids",Movie,1
16434,Penguin&#039;s Memory: Shiawase Monogatari,"Drama, Military, Seinen",Movie,1
34156,PePePePengiin,Comedy,TV,Unknown
32736,Pepsi Nex x 009 Re:Cyborg,"Action, Comedy",Movie,3
29613,Perman: Birdman ga Yatte Kita!!,"Adventure, Comedy, Kids, Super Power",Movie,1
30646,Perman: Copy World no Nazo,"Comedy, Kids",Special,1
16458,Perrine Monogatari Movie,"Drama, Historical, Shoujo, Slice of Life",Movie,1
16460,Perrine Monogatari Specials,"Drama, Historical, Kids, Shoujo, Slice of Life",Special,2
29177,Persia no Komoriuta: Watashi no Hana,"Kids, Music",Music,1
23739,Peter Pan no Bouken Specials,"Adventure, Fantasy",Special,2
32660,Petit Petit Muse,"Cars, Horror, Kids",TV,26
29953,Phantasm,"Dementia, Music",Movie,1
10466,Phantom Yuusha Densetsu,"Action, Drama, Military, Seinen",OVA,1
3458,Pi Po Pa Po Patrol-kun,"Comedy, Kids",TV,65
23177,Piano Specials,"Drama, Music, Romance, Shoujo, Slice of Life",Special,4
